"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-30,"Araucanía Region",4061,4623,1.13838956,CLP,4560,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",54,3.11486048,31.66666667,986.3724854,,,1409,,,,,,2025-06-30,2025-06-30
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-30,"Los Ríos Region",100,111,1.11,CLP,75,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.30630631,10.71428571,675.67567568,,,45,,,,,,2025-06-30,2025-06-30
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-29,"Araucanía Region",3553,4119,1.159302,CLP,4344,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",68,3.95727118,26.65030675,1054.62490896,,,1353,,,,,,2025-06-29,2025-06-29
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-29,"Los Ríos Region",77,85,1.1038961,CLP,65,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,5.88235294,13,764.70588235,,,26,,,,,,2025-06-29,2025-06-29
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-29,"Araucanía Region",1776,2325,1.30912162,CLP,4042,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,3.05376344,56.92957746,1738.49462366,,,527,,,,,,2025-06-29,2025-06-29
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-29,"Los Ríos Region",35,38,1.08571429,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,21.05263158,4.625,973.68421053,,,16,,,,,,2025-06-29,2025-06-29
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-28,"Araucanía Region",2108,2495,1.18358634,CLP,3439,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",40,3.64729459,37.79120879,1378.35671343,,,761,,,,,,2025-06-28,2025-06-28
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-28,"Los Ríos Region",30,32,1.06666667,CLP,29,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.125,29,906.25,,,14,,,,,,2025-06-28,2025-06-28
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-28,"Araucanía Region",1137,1458,1.2823219,CLP,3031,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19,3.22359396,64.4893617,2078.87517147,,,334,,,,,,2025-06-28,2025-06-28
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-28,"Los Ríos Region",24,27,1.125,CLP,32,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,7.40740741,16,1185.18518519,,,7,,,,,,2025-06-28,2025-06-28
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-27,"Araucanía Region",1261,1656,1.31324346,CLP,3607,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",30,4.04589372,53.8358209,2178.14009662,,,374,,,,,,2025-06-27,2025-06-27
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-27,"Araucanía Region",1684,2005,1.19061758,CLP,3584,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",38,4.03990025,44.24691358,1787.53117207,,,604,,,,,,2025-06-27,2025-06-27
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-27,"Los Ríos Region",45,55,1.22222222,CLP,63,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1145.45454545,,,17,,,,,,2025-06-27,2025-06-27
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-27,"Los Ríos Region",30,36,1.2,CLP,70,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1944.44444444,,,8,,,,,,2025-06-27,2025-06-27
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-26,"Araucanía Region",1552,2106,1.35695876,CLP,4454,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",31,3.41880342,61.86111111,2114.90978158,,,562,,,,,,2025-06-26,2025-06-26
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-26,"Los Ríos Region",25,31,1.24,CLP,52,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,9.67741935,17.33333333,1677.41935484,,,13,,,,,,2025-06-26,2025-06-26
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-26,"Araucanía Region",1679,2197,1.30851697,CLP,4065,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",38,3.73236231,49.57317073,1850.25034137,,,479,,,,,,2025-06-26,2025-06-26
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-26,"Los Ríos Region",36,53,1.47222222,CLP,96,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,11.32075472,16,1811.32075472,,,14,,,,,,2025-06-26,2025-06-26
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-25,"Araucanía Region",2114,2920,1.38126774,CLP,5040,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",34,3.08219178,56,1726.02739726,,,550,,,,,,2025-06-25,2025-06-25
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-25,"Los Ríos Region",52,60,1.15384615,CLP,64,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,5,21.33333333,1066.66666667,,,24,,,,,,2025-06-25,2025-06-25
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-24,"Araucanía Region",3719,5011,1.34740522,CLP,8397,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",55,2.95350229,56.73648649,1675.71343045,,,1115,,,,,,2025-06-24,2025-06-24
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-24,"Los Ríos Region",84,99,1.17857143,CLP,148,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.01010101,148,1494.94949495,,,25,,,,,,2025-06-24,2025-06-24
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-23,"Araucanía Region",1029,1150,1.11758989,CLP,1547,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,2.86956522,46.87878788,1345.2173913,,,283,,,,,,2025-06-23,2025-06-23
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-23,"Araucanía Region",1394,1687,1.21018651,CLP,2207,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",18,2.54890338,51.3255814,1308.23947836,,,357,,,,,,2025-06-23,2025-06-23
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-23,"Los Ríos Region",20,21,1.05,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,380.95238095,,,6,,,,,,2025-06-23,2025-06-23
"publico concepcion","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-23,"Bío Bío Region",1305,1452,1.11264368,CLP,1664,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16,3.16804408,36.17391304,1146.00550964,,,341,,,,,,2025-06-23,2025-06-23
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Araucanía Region",1547,1824,1.17905624,CLP,2160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22,3.72807018,31.76470588,1184.21052632,,,503,,,,,,2025-06-22,2025-06-22
"publico concepcion","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Bío Bío Region",1889,2179,1.15352038,CLP,2464,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,4.03854979,28,1130.79394218,,,565,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Los Ríos Region",21,22,1.04761905,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,9.09090909,7.5,681.81818182,,,6,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-22,"Araucanía Region",1502,1884,1.25432756,CLP,2333,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",30,3.55626327,34.82089552,1238.32271762,,,444,,,,,,2025-06-22,2025-06-22
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Araucanía Region",369,426,1.15447154,CLP,417,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,3.99061033,24.52941176,978.87323944,,,80,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Los Ríos Region",4,4,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1250,,,1,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Bío Bío Region",1261,1448,1.148295,CLP,1502,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,3.72928177,27.81481481,1037.29281768,,,367,,,,,,2025-06-21,2025-06-21
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Araucanía Region",601,710,1.18136439,CLP,882,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9,3.66197183,33.92307692,1242.25352113,,,210,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-20,"Araucanía Region",2169,2766,1.27524205,CLP,3183,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",41,3.72378886,30.90291262,1150.75921909,,,614,,,,,,2025-06-20,2025-06-20
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-20,"Los Ríos Region",37,44,1.18918919,CLP,60,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,6.81818182,20,1363.63636364,,,10,,,,,,2025-06-20,2025-06-20
"publico concepcion","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-20,"Bío Bío Region",1693,2016,1.19078559,CLP,2250,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,3.91865079,28.48101266,1116.07142857,,,532,,,,,,2025-06-20,2025-06-20
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-20,"Araucanía Region",1516,1771,1.1682058,CLP,2239,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22,3.27498588,38.60344828,1264.25748165,,,483,,,,,,2025-06-20,2025-06-20
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-19,"Los Ríos Region",13,16,1.23076923,CLP,12,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.25,12,750,,,5,,,,,,2025-06-19,2025-06-19
"publico concepcion","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-19,"Bío Bío Region",602,615,1.02159468,CLP,705,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,2.43902439,47,1146.34146341,,,158,,,,,,2025-06-19,2025-06-19
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-19,"Araucanía Region",614,653,1.06351792,CLP,757,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,1.68453292,68.81818182,1159.26493109,,,139,,,,,,2025-06-19,2025-06-19
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-19,"Araucanía Region",549,573,1.04371585,CLP,857,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,2.96684119,50.41176471,1495.63699825,,,149,,,,,,2025-06-19,2025-06-19
