"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-03,"Santiago Metropolitan Region",421,432,1.02612827,CLP,1040,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14,6.48148148,37.14285714,2407.40740741,,,164,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-03,"Tarapacá Region",15,15,1,CLP,18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.66666667,18,1200,,,6,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-03,"Valparaíso Region",116,123,1.06034483,CLP,248,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,4.06504065,49.6,2016.2601626,,,49,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-03,"Araucanía Region",2,2,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3000,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-03,"Aysén Region",1,2,2,CLP,,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-03,"Bío Bío Region",1,1,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,5000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-03,"O'Higgins Region",2,2,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1500,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-03,"Santiago Metropolitan Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,1,,,,,,2025-01-01,2025-06-03
"publico pucon","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-03,"Araucanía Region",4,4,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Antofagasta Region",33,33,1,CLP,49,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.03030303,49,1484.84848485,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Araucanía Region",39,43,1.1025641,CLP,115,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,6.97674419,38.33333333,2674.41860465,,,16,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Arica y Parinacota Region",2,2,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,500,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Atacama Region",5,6,1.2,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,666.66666667,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Aysén Region",5,6,1.2,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,33.33333333,2.5,833.33333333,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Bío Bío Region",33,33,1,CLP,67,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,12.12121212,16.75,2030.3030303,,,17,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Coquimbo Region",11,11,1,CLP,27,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2454.54545455,,,4,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Los Lagos Region",31,33,1.06451613,CLP,47,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.06060606,23.5,1424.24242424,,,13,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Los Ríos Region",20,20,1,CLP,25,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,5,25,1250,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Magallanes y la Antártica Chilena Region",7,7,1,CLP,17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,14.28571429,17,2428.57142857,,,4,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Maule Region",14,14,1,CLP,11,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,14.28571429,5.5,785.71428571,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"O'Higgins Region",18,20,1.11111111,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1850,,,7,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Santiago Metropolitan Region",103,115,1.11650485,CLP,387,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,7.82608696,43,3365.2173913,,,43,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Tarapacá Region",2,2,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Valparaíso Region",35,45,1.28571429,CLP,70,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.44444444,35,1555.55555556,,,15,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-02,"Araucanía Region",2,2,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2500,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-02,"Los Lagos Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-02,"Maule Region",1,1,1,CLP,,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-02,"Santiago Metropolitan Region",2,2,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2500,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-02,"Valparaíso Region",1,1,1,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3000,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Antofagasta Region",10,10,1,CLP,31,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3100,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Araucanía Region",31,35,1.12903226,CLP,56,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1600,,,12,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Atacama Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Aysén Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Bío Bío Region",12,14,1.16666667,CLP,45,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3214.28571429,,,4,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Coquimbo Region",5,5,1,CLP,11,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,20,11,2200,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Los Lagos Region",18,23,1.27777778,CLP,30,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.34782609,30,1304.34782609,,,5,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Los Ríos Region",12,12,1,CLP,46,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3833.33333333,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Maule Region",3,4,1.33333333,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1250,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"O'Higgins Region",3,3,1,CLP,11,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,3666.66666667,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Santiago Metropolitan Region",25,25,1,CLP,67,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,12,22.33333333,2680,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Tarapacá Region",1,1,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-02,"Valparaíso Region",8,14,1.75,CLP,45,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,14.28571429,22.5,3214.28571429,,,3,,,,,,2025-01-01,2025-06-03
"publico pucon","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-02,"Araucanía Region",2,2,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,500,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Antofagasta Region",113,118,1.04424779,CLP,142,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,2.54237288,47.33333333,1203.38983051,,,36,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Araucanía Region",184,197,1.07065217,CLP,175,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,6.59898477,13.46153846,888.3248731,,,70,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Arica y Parinacota Region",11,11,1,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,727.27272727,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Atacama Region",21,22,1.04761905,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.54545455,21,954.54545455,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Aysén Region",14,14,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,428.57142857,,,7,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Bío Bío Region",192,205,1.06770833,CLP,210,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,4.3902439,23.33333333,1024.3902439,,,62,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Coquimbo Region",47,50,1.06382979,CLP,53,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1060,,,17,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Los Lagos Region",185,198,1.07027027,CLP,175,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,7.07070707,12.5,883.83838384,,,67,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Los Ríos Region",126,132,1.04761905,CLP,123,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,3.78787879,24.6,931.81818182,,,50,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Magallanes y la Antártica Chilena Region",30,32,1.06666667,CLP,29,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,906.25,,,8,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Maule Region",63,64,1.01587302,CLP,39,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,6.25,9.75,609.375,,,22,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"O'Higgins Region",52,56,1.07692308,CLP,48,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,5.35714286,16,857.14285714,,,19,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Santiago Metropolitan Region",457,477,1.04376368,CLP,665,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15,5.66037736,24.62962963,1394.12997904,,,168,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Tarapacá Region",16,17,1.0625,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,823.52941176,,,7,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Valparaíso Region",140,162,1.15714286,CLP,157,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,4.32098765,22.42857143,969.13580247,,,54,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Araucanía Region",10,12,1.2,CLP,45,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,8.33333333,45,3750,,,7,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Aysén Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Bío Bío Region",5,5,1,CLP,7,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1400,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Los Lagos Region",4,5,1.25,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1600,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Los Ríos Region",5,5,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,800,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Maule Region",1,1,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"O'Higgins Region",1,1,1,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,1,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Santiago Metropolitan Region",11,13,1.18181818,CLP,31,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2384.61538462,,,4,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas amor","primera campaña clientes potenciales",2025-06-01,"Valparaíso Region",2,6,3,CLP,25,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,4166.66666667,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video parejas dcto","primera campaña clientes potenciales",2025-06-01,"Valparaíso Region",1,1,1,CLP,1,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1000,,,,,,,,,2025-01-01,2025-06-03
"publico pucon","Video explicando servicio corto","primera campaña clientes potenciales",2025-06-01,"Araucanía Region",5,5,1,CLP,6,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1200,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Antofagasta Region",122,130,1.06557377,CLP,155,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.53846154,77.5,1192.30769231,,,38,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Araucanía Region",152,171,1.125,CLP,229,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,4.09356725,32.71428571,1339.18128655,,,52,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Arica y Parinacota Region",17,17,1,CLP,22,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1294.11764706,,,6,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Atacama Region",26,26,1,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,7.69230769,18.5,1423.07692308,,,10,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Aysén Region",21,21,1,CLP,25,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.76190476,25,1190.47619048,,,6,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Bío Bío Region",201,213,1.05970149,CLP,281,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,4.22535211,31.22222222,1319.24882629,,,85,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Coquimbo Region",72,79,1.09722222,CLP,108,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,10.12658228,13.5,1367.08860759,,,37,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Los Lagos Region",149,164,1.10067114,CLP,203,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,4.87804878,25.375,1237.80487805,,,61,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Los Ríos Region",99,117,1.18181818,CLP,107,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,13.67521368,6.6875,914.52991453,,,50,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Magallanes y la Antártica Chilena Region",29,29,1,CLP,32,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1103.44827586,,,6,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Maule Region",66,73,1.10606061,CLP,87,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,5.47945205,21.75,1191.78082192,,,23,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"O'Higgins Region",72,76,1.05555556,CLP,100,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,6.57894737,20,1315.78947368,,,36,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Santiago Metropolitan Region",496,529,1.06653226,CLP,843,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12,3.96975425,40.14285714,1593.57277883,,,198,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Tarapacá Region",19,19,1,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,10.52631579,10.5,1105.26315789,,,9,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Valparaíso Region",147,163,1.10884354,CLP,261,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,4.90797546,32.625,1601.22699387,,,55,,,,,,2025-01-01,2025-06-03
"publico pucon","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-31,"Araucanía Region",5,5,1,CLP,9,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1800,,,,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Antofagasta Region",79,87,1.10126582,CLP,143,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,9.1954023,17.875,1643.67816092,,,33,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Araucanía Region",113,123,1.08849558,CLP,165,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,6.50406504,20.625,1341.46341463,,,44,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Arica y Parinacota Region",16,18,1.125,CLP,25,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,1388.88888889,,,2,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Atacama Region",34,36,1.05882353,CLP,72,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,,2000,,,11,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Aysén Region",4,4,1,CLP,4,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,25,4,1000,,,3,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Bío Bío Region",159,172,1.08176101,CLP,245,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2.3255814,61.25,1424.41860465,,,52,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Coquimbo Region",45,47,1.04444444,CLP,57,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.25531915,28.5,1212.76595745,,,15,,,,,,2025-01-01,2025-06-03
"publico advantage","Video explicando servicio corto","primera campaña clientes potenciales",2025-05-30,"Los Lagos Region",126,144,1.14285714,CLP,191,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,5.55555556,23.875,1326.38888889,,,54,,,,,,2025-01-01,2025-06-03
