periodo,Ingresos Operativos,Costo Operativo,Utilidad Bruta,Costos de Marketing,Resultado Operativo,Costos Fijos,Resultado Final
2025-07-31,356914.0,70000.0,286914.0,28678.0,258236.0,0.0,258236.0
2025-08-01,159980.0,35000.0,124980.0,28553.0,96427.0,0.0,96427.0
2025-08-02,194950.0,70000.0,124950.0,26850.0,98100.0,0.0,98100.0
2025-08-03,404880.0,70000.0,334880.0,19450.0,315430.0,0.0,315430.0
2025-08-04,0.0,0.0,0.0,17085.0,-17085.0,351600.0,-368685.0
2025-08-05,0.0,0.0,0.0,18370.0,-18370.0,100000.0,-118370.0
2025-08-06,0.0,0.0,0.0,19380.0,-19380.0,0.0,-19380.0
2025-08-07,0.0,0.0,0.0,10551.0,-10551.0,0.0,-10551.0
2025-08-08,0.0,0.0,0.0,6891.0,-6891.0,0.0,-6891.0
2025-08-09,97485.0,35000.0,62485.0,4126.0,58359.0,0.0,58359.0
2025-08-10,0.0,0.0,0.0,4110.0,-4110.0,0.0,-4110.0
2025-08-17,0.0,35000.0,-35000.0,0.0,-35000.0,0.0,-35000.0
2025-08-18,0.0,35000.0,-35000.0,0.0,-35000.0,0.0,-35000.0
2025-08-23,0.0,35000.0,-35000.0,0.0,-35000.0,0.0,-35000.0
2025-08-29,0.0,35000.0,-35000.0,0.0,-35000.0,0.0,-35000.0
2025-08-30,0.0,35000.0,-35000.0,0.0,-35000.0,0.0,-35000.0
2025-09-15,0.0,35000.0,-35000.0,0.0,-35000.0,0.0,-35000.0
2025-09-26,0.0,70000.0,-70000.0,0.0,-70000.0,0.0,-70000.0
2026-01-09,0.0,35000.0,-35000.0,0.0,-35000.0,0.0,-35000.0
